,scores
679,84.67906549229708
680,92.40360129254418
681,87.16050711063832
682,92.22641950791918
683,92.42476506226171
684,93.19778364479092
685,91.13827086732132
686,90.84567221680598
687,91.08289534349979
688,91.86965591152666
689,89.96008383855617
690,88.12154636567
691,89.1013170178067
692,88.93667134226334
693,92.48319795976869
694,88.19030786284537
695,91.00785215355307
696,84.82704508168061
697,91.954150087702
698,89.51695324554615
699,89.74091823129999
700,94.24660469239495
701,91.41951288512905
702,92.40455522547514
703,92.26618554359926
704,92.19546387666409
705,92.48583002098087
706,93.33038900531191
707,89.96484253742958
708,89.5391524076392
709,91.94937390520774
710,90.62383152301038
711,90.39328543299563
712,89.0777290005483
713,93.06549899712232
714,88.90403648997969
715,89.56951964285815
716,90.07189679576653
717,90.49131005026885
718,90.99066170592364
719,89.95647367806727
720,90.97210386949939
721,93.32151553833597
722,91.66788183138429
723,92.11911945360592
724,91.0595955278908
725,91.32429970114472
726,92.91285633589607
727,85.1865056236325
728,87.9983199619685
729,90.13967371750307
730,86.13553340499399
731,88.85598166495409
732,86.95818929565952
733,86.92985858244536
734,89.15140647185021
735,89.00979062272977
736,89.95378781268336
737,90.9772697140758
738,89.72847956458693
739,91.94271046224102
740,89.17272834389433
741,87.34274806238055
742,89.68044053681837
743,89.71800992371962
744,91.48800539389049
745,92.1126654230204
746,85.97198719268295
747,91.78093927476584
748,90.46268166726192
749,92.44761683251507
750,89.50250880259688
751,89.78653249160011
752,91.94562821928858
753,92.27005137754566
754,88.37161939623012
755,91.96800395191667
756,89.18874597055877
757,91.40103570609696
758,89.7091540131358
759,87.74685242079585
760,88.82222319311106
761,92.86425582266841
762,89.96103944603641
763,92.35956523547479
764,94.27632558512529
765,89.60841119661619
766,90.08477114687236
767,91.35258238203485
768,90.9734413623557
769,93.48482923050376
770,91.78259820054683
771,93.77789842096679
772,90.56267127806876
773,91.73618976969703
774,89.83451893479601
775,90.26706702485957
776,86.40973498969134
777,88.46898367293907
778,92.5023859946265
779,88.59676784948323
780,92.73203919738978
781,88.93322753267474
782,88.9520040799801
783,91.99523185423226
784,88.08816348810115
785,91.30035038078651
786,91.72340152303434
787,91.74709462751093
788,88.02492665697447
789,90.4535107325192
790,90.5483386324674
791,92.89321374327126
792,91.04218942528125
793,89.55150678086744
794,89.72940487306693
795,90.16638126220295
796,89.45952173040762
797,85.76883678296056
798,88.28584036588207
799,89.99341320754002
800,89.69000458226948
801,89.56055342164662
802,88.05305974335081
803,92.86158059493337
804,92.83823372858663
805,86.02612729060309
806,87.52811580672373
807,93.26751975591802
808,92.79068064260761
809,94.05584648307456
810,86.38062465538995
811,90.68629810485785
812,93.1571410005014
813,92.29298669620593
814,88.57476463625463
815,90.02443555627902
816,89.28040593499395
817,89.40000023902269
818,90.0097470637785
819,89.26143069142688
820,88.3857342748354
821,90.04888101382508
822,89.30892959446986
823,91.73587079833163
824,92.63917885099735
825,86.4334736109639
826,88.88732639315673
827,93.1528120727038
828,88.78009348678057
829,89.34610456294735
830,88.76011251547412
831,87.27091023370032
832,94.1060043646345
833,87.56748717252903
834,91.67547006117958
835,87.31134839154231
836,88.54547554747887
837,86.91975605520577
838,93.75429300017025
839,93.77089813337983
840,85.86266442609848
841,94.16518780252056
842,91.0046166129432
843,93.82601202693259
844,94.09763261984105
845,86.3780738554926
846,88.148737651821
847,93.96042768089619
848,91.33277817368868
849,94.05278903945648
850,90.85100791880623
851,93.871637927209
852,78.21971613697141
853,89.85939628375436
854,89.10343779036917
855,87.89679926876332
856,85.67766022855437
857,94.00272985359295
858,89.93077179285609
859,89.44144512010509
860,88.78246777943693
861,88.76506091686589
862,92.77183402365682
863,93.29890288946865
864,82.9646854354738
865,93.1746690476209
866,92.5960605093307
867,94.15317168952197
868,94.13210928961304
869,91.43215955680097
870,89.55670405958931
871,88.36387584500494
872,92.57939619844282
873,93.35922202578526
874,91.05356339687356
875,88.95319827738479
876,89.06156315275366
877,85.75411045907312
878,93.5523787057149
879,92.16054924120593
880,89.73566022287092
881,93.10755189446164
882,93.70733130710303
883,92.99878603076544
884,86.7315944390949
885,89.60161585087185
886,92.40318915004661
887,94.29419523661154
888,93.59242920165853
889,93.0214588435118
890,90.61414754989147
891,89.24431409691972
892,92.48018980170234
893,93.11774274309556
894,92.57866412517262
895,94.25047418347842
896,94.18006758286243
897,94.31442447162374
